TIC 26750065|Gaia DR2 2128893144058813056|Kepler-1210
Kepler-1211|TIC 120578889|Gaia DR2 2103785516859681152
TIC 27912642|Gaia DR2 2135280378903961984|Kepler-1212
Gaia DR2 2133138942567823744|Kepler-1213|TIC 416266465
Kepler-382|Gaia DR2 2085261705174452736|TIC 268612521
Gaia DR2 2128724678262662144|Kepler-142|TIC 27394293
Gaia DR2 2132127666747169024|TIC 48528473|Kepler-1214
Gaia DR2 2086526693301504896|TIC 28230011|Kepler-1215
TIC 122450088|Gaia DR2 2052857860550101376|Kepler-135
Gaia DR2 2130309796070517888|TIC 158486842|Kepler-1216
Gaia DR2 2104839471773324032|TIC 123409401|Kepler-144
Kepler-1217|Gaia DR2 2133150418720312832|TIC 299160628
Gaia DR2 2073155184495069184|Kepler-516|TIC 184085929
TIC 159763595|Gaia DR2 2126191334752646016|Kepler-1218
Kepler-1219|Gaia DR2 2086389357427331712|TIC 273046164
TIC 272944301|Gaia DR2 2078707035323917568|Kepler-1220
Gaia DR2 2076454445237794432|TIC 378087161|Kepler-1834
Gaia DR2 2126237131982289280|Kepler-145|TIC 159721091
TIC 120973167|Gaia DR2 2100392428275714688|Kepler-1655
Gaia DR2 2106498767960692480|TIC 279912260|Kepler-1221
Gaia DR2 2134837069559538176|Kepler-1222|TIC 27240404
Gaia DR2 2105969082532659328|Kepler-1223|TIC 164889945
Gaia DR2 2099122522408063232|Kepler-1224|TIC 120964116
Gaia DR2 2099656472742686848|Kepler-510|TIC 121327187
Gaia DR2 2101123534792103168|TIC 122595850|Kepler-1225
Gaia DR2 2135377135926967424|TIC 27845000|Kepler-1226
Gaia DR2 2102431713108873216|TIC 121113728|Kepler-1227
Gaia DR2 2080534148769345408|TIC 272596598|Kepler-1228
Gaia DR2 2116970280483501952|Kepler-1835|TIC 351799800
Kepler-383|Gaia DR2 2052634109935669376|TIC 137150599
Gaia DR2 2106306495162679552|TIC 158114249|Kepler-384
TIC 121458206|Gaia DR2 2099686125195464576|Kepler-147
Gaia DR2 2102110174677569664|Kepler-131|TIC 121660708
Gaia DR2 2053579930453436800|Kepler-1836|TIC 137556026
TIC 158665571|Gaia DR2 2130247467504662016|Kepler-1837
Kepler-1684|TIC 270789362|Gaia DR2 2128117541685424128
TIC 273373582|Kepler-1229|Gaia DR2 2086316205543022336
TIC 237157859|Kepler-1230|Gaia DR2 2104527554068149120
Kepler-1231|Gaia DR2 2102711882417133952|TIC 158792743
Gaia DR2 2086814864122389760|Kepler-1232|TIC 351190880
TIC 273131021|Kepler-1233|Gaia DR2 2080300949226451200
Gaia DR2 2133394407221680256|Kepler-1234|TIC 399956098
TIC 237158274|Kepler-132
Kepler-151|Gaia DR2 2053585732948605952|TIC 137410997
Kepler-1235|Gaia DR2 2105848204973534592|TIC 164830167
TIC 271758949|Gaia DR2 2077894736749534080|Kepler-1236
TIC 27082352|Kepler-385|Gaia DR2 2135203000771400320
Gaia DR2 2100906140725803392|Kepler-518|TIC 121112251
Kepler-549|TIC 164455792|Gaia DR2 2107622335702262400
Kepler-1237|TIC 271770315|Gaia DR2 2079669589034384000
TIC 169931288|Gaia DR2 2073671753111037440|Kepler-1238
TIC 275496016|Kepler-1239|Gaia DR2 2077689059355373440
TIC 258203566|Gaia DR2 2103567611698320896|Kepler-1240
TIC 267669725|Gaia DR2 2129492824571882240|Kepler-386
Kepler-99|TIC 169462917|Gaia DR2 2076871091425583232
Gaia DR2 2130255885640736768|Kepler-387|TIC 158559417
TIC 378013798|Kepler-1241|Gaia DR2 2052124692458750976
Gaia DR2 2104031227648002944|TIC 120317833|Kepler-1242
Gaia DR2 2078147796220283776|Kepler-1243|TIC 270782121
Gaia DR2 2075161655782111872|TIC 171971913|Kepler-519
Kepler-155|Gaia DR2 2133351698066484096|TIC 298969755
Kepler-1244|Gaia DR2 2119130163697443840|TIC 123447592
Gaia DR2 2126057774150666368|TIC 159449041|Kepler-1245
TIC 298785034|Kepler-1246|Gaia DR2 2131238230560301440
Gaia DR2 2128141799661062400|Kepler-1247|TIC 271165854
TIC 171585303|Kepler-1838|Gaia DR2 2073539536845074176
Gaia DR2 2133405707276892288|Kepler-1248|TIC 298897924
TIC 164786156|Kepler-388|Gaia DR2 2106711424679833984
Gaia DR2 2135105625273603456|TIC 27082730|Kepler-1839
TIC 272719153|Gaia DR2 2078933569080413056|Kepler-1249
Kepler-1840|TIC 171090560|Gaia DR2 2075338028623847168
Kepler-1715|TIC 138431008|Gaia DR2 2077420842932795776
TIC 121329580|Kepler-1841|Gaia DR2 2100629063795587840
TIC 158559861|Gaia DR2 2130269320298515712|Kepler-1250
Kepler-389|Gaia DR2 2126597569938248064|TIC 63074796
TIC 159444082|Gaia DR2 2102046952760377728|Kepler-161
TIC 158216580|Gaia DR2 2105506497375025024|Kepler-1842
Kepler-1843|Gaia DR2 2053569485093626752|TIC 137900524
Kepler-1251|Gaia DR2 2129755779649780224|TIC 26583618
TIC 268387099|Gaia DR2 2085514146171216768|Kepler-1252
Kepler-1253|TIC 164557694|Gaia DR2 2131628282308860288
Gaia DR2 2131968065762170624|TIC 48506710|Kepler-1254
TIC 171884427|Kepler-118|Gaia DR2 2075162656527684864
Gaia DR2 2128525769736134016|Kepler-163|TIC 271355638
Gaia DR2 2077911332502996224|Kepler-1255|TIC 271538318
Kepler-137|TIC 123415819|Gaia DR2 2104847370214740352
TIC 159763320|Gaia DR2 2126615024685005568|Kepler-1256
TIC 137817056|Gaia DR2 2051868300086828544|Kepler-1844
Kepler-1845|Gaia DR2 2052257355406092160|TIC 137892408
TIC 272084528|Kepler-1257|Gaia DR2 2079813934296000512
Gaia DR2 2132156632006693504|Kepler-1258|TIC 279918915
TIC 273592350|Kepler-1259|Gaia DR2 2086307031492729856
Gaia DR2 2077894083914484352|Kepler-1260|TIC 271759028
Kepler-1716|Gaia DR2 2078735519547912832|TIC 273035189
Gaia DR2 2131968890395913344|TIC 48506742|Kepler-1261
Kepler-390|Gaia DR2 2101638759069485568|TIC 137340986
TIC 271044777|Kepler-1846|Gaia DR2 2079893820684922112
Kepler-1685|Gaia DR2 2079576783379820928|TIC 272270869
Gaia DR2 2102321933746075776|TIC 158794459|Kepler-1262
TIC 272490211|Gaia DR2 2079680137473255808|Kepler-1847
TIC 158270568|Gaia DR2 2130550520397270016|Kepler-1263
KOI-2513|Gaia DR2 2128167225867000576|TIC 270618386
Gaia DR2 2103117666624517888|Kepler-522|TIC 158657354
Gaia DR2 2127065652653876992|TIC 159177065|Kepler-1264
TIC 164781761|Kepler-1265|Gaia DR2 2107385081710305152
Gaia DR2 2105528350169042560|TIC 158167159|Kepler-1266
Gaia DR2 2085242360641759616|TIC 268712158|Kepler-1848
TIC 268604100|Gaia DR2 2075971312960643712|Kepler-1267
Gaia DR2 2102974528255171968|TIC 158630552|Kepler-1268
Kepler-1849|TIC 399821807|Gaia DR2 2103867224319533824
Kepler-169|Gaia DR2 2103788854053938816|TIC 120689253
Gaia DR2 2106001651264391040|TIC 158389981|Kepler-1850
TIC 352013607|Kepler-1851|Gaia DR2 2106494580370491392
Kepler-436|Gaia DR2 2081897989863673216|TIC 185408817
Kepler-1269|TIC 158559018|Gaia DR2 2130211080541825024
Gaia DR2 2100570824038577792|TIC 121465404|Kepler-1852
TIC 399826741|Gaia DR2 2131169545443676032|Kepler-1270
Gaia DR2 2099073667159859840|Kepler-1271|TIC 120825510
Kepler-1853|Gaia DR2 2107294505140214784|TIC 164784178
TIC 237157751|Gaia DR2 2104506319750394624|Kepler-172
Gaia DR2 2100148611573075200|TIC 399794186|Kepler-1272
Gaia DR2 2099068444479581184|TIC 120825566|Kepler-1854
Gaia DR2 2133196151531241216|TIC 290032428|Kepler-391
Gaia DR2 2104475013729123072|TIC 237189544
Gaia DR2 2126601108991279872|TIC 63066101|Kepler-406
Gaia DR2 2135692661402242176|TIC 27687265|Kepler-1856
Gaia DR2 2106311477324720384|Kepler-1273|TIC 279913214
TIC 164781116|Gaia DR2 2107342716152550272|Kepler-1274
Gaia DR2 2077485271747441280|Kepler-173|TIC 378160351
TIC 184556217|Gaia DR2 2073303313639459840|Kepler-1857
Gaia DR2 2106821925598401152|Kepler-523|TIC 164654277
Gaia DR2 2126457313486865792|TIC 270521167|Kepler-1275
Gaia DR2 2128318305636573824|TIC 63205796|Kepler-1858
Kepler-1276|Gaia DR2 2100623600597189504|TIC 121333541
Gaia DR2 2102880210775046528|TIC 159099116|Kepler-175
Gaia DR2 2076601230039790592|TIC 138969285|Kepler-1277
Gaia DR2 2101744552703459712|TIC 63005636|Kepler-1686
TIC 164413187|Kepler-1278|Gaia DR2 2104972581400204672
Gaia DR2 2100559554044410624|TIC 121465371|Kepler-1279
Gaia DR2 2127973677460755584|TIC 270616541|Kepler-1280
Gaia DR2 2134933208106983168|TIC 27532033|Kepler-180
Kepler-140|Gaia DR2 2130443730330509312|TIC 158487888
Kepler-182|Gaia DR2 2133080462292772096|TIC 267672183
TIC 270790094|Kepler-1859|Gaia DR2 2128198974266072192
Gaia DR2 2134725911507401984
TIC 27082724|Gaia DR2 2135104903719129984|Kepler-1860
TIC 27649489|Gaia DR2 2134956572729225728|Kepler-1861
Gaia DR2 2107658516506930048|TIC 164525250|Kepler-1998
Kepler-392|Gaia DR2 2102948483573807616|TIC 158796434
Kepler-185|Gaia DR2 2105316247502568576|TIC 123490444
TIC 159301148|Kepler-1282|Gaia DR2 2127812564645370880
Gaia DR2 2076599065376447488|Kepler-1283|TIC 184008951
Kepler-1687|TIC 416281238|Gaia DR2 2133086887563878912
TIC 159726546|Gaia DR2 2129192692257862912|Kepler-1284
Gaia DR2 2105291955168605440|Kepler-1285|TIC 123410927
TIC 351766517|Gaia DR2 2116961690548889088|Kepler-1286
TIC 159580535|Kepler-393|Gaia DR2 2127390970655877888
TIC 27777414|Gaia DR2 2135378231142791808|Kepler-394
TIC 158985675|Gaia DR2 2127802188005355648|Kepler-1287
Kepler-187|Gaia DR2 2076107343163028992|TIC 269264648
Gaia DR2 2103960721465412864|Kepler-1288|TIC 120577770
Gaia DR2 2080271674728481280|Kepler-1994|TIC 273043474
Kepler-1289|TIC 184428068|Gaia DR2 2076819276942298496
Kepler-512|Gaia DR2 2086940448965828992|TIC 28448711
Gaia DR2 2126110795526604928|TIC 159450182|Kepler-1290
TIC 158494327|Gaia DR2 2106137960646125312|Kepler-189
TIC 122063936|Gaia DR2 2101249188353780480|Kepler-1291
Gaia DR2 2105848204973533696|Kepler-1292|TIC 164830162
Kepler-1862|TIC 27913951|Gaia DR2 2086847785054193792
Gaia DR2 2129467364005869184|TIC 267749620|Kepler-1293
TIC 48503953|Kepler-513|Gaia DR2 2132325200882204544
Gaia DR2 2126234215705936640|TIC 159721015|Kepler-1294
Gaia DR2 2126680651786377984|Kepler-1295|TIC 159723041
Kepler-190|TIC 158789380|Gaia DR2 2127179245948119424
Kepler-1652|TIC 27187450|Gaia DR2 2135055391335687680
Kepler-1296|Gaia DR2 2101644600223555328|TIC 137410211
Gaia DR2 2127836719542510848|Kepler-1297|TIC 159225841
Kepler-1863|Gaia DR2 2105230794833800704|TIC 123416041
TIC 267667467|Kepler-1298|Gaia DR2 2132178725317511936
Kepler-514|TIC 405717552|Gaia DR2 2133611659549905024
Kepler-1299|TIC 120762000|Gaia DR2 2099071433776757888
Kepler-1300|TIC 121865605|Gaia DR2 2101241285613832192
TIC 159647213|Kepler-191|Gaia DR2 2126648731589350272
Gaia DR2 2101485548995660416|TIC 394172692|Kepler-1864
TIC 138431036|Kepler-1865|Gaia DR2 2077420641081096576
Gaia DR2 2105463135385330944|Kepler-1301|TIC 158278132
Kepler-616|Gaia DR2 2080484842545877120|TIC 271355361
TIC 417678115|Gaia DR2 2130136176312202624|Kepler-1302
TIC 164674711|Gaia DR2 2104156984291199360|Kepler-1303
TIC 270520765|Gaia DR2 2126465903421535744|Kepler-395
Gaia DR2 2100309827464993536|TIC 399819857|Kepler-1304
TIC 273131845|Gaia DR2 2080269819302745216|Kepler-1305
TIC 271040328|Kepler-1306|Gaia DR2 2128533466317652224
TIC 417659212|Gaia DR2 2129503235571760128|Kepler-619
Gaia DR2 2106290208647252608|Kepler-1866|TIC 158213683
TIC 63453366|Kepler-1307|Gaia DR2 2128297208757012992
Kepler-1308|Gaia DR2 2100018422524180864|TIC 120693011
Gaia DR2 2078080176257415168|TIC 271348323|Kepler-1867
Gaia DR2 2073622068939722368
Kepler-1310|Gaia DR2 2103628462794226304|TIC 120043638
Kepler-396|TIC 27769688|Gaia DR2 2134847343119885440
Gaia DR2 2102877015319104640|Kepler-1311|TIC 159106207
Gaia DR2 2053550106200274688|Kepler-1312|TIC 137899873
Kepler-517|TIC 138297129|Gaia DR2 2077409645964537472
Kepler-1313|Gaia DR2 2125713940547834496|TIC 63213622
Kepler-397|TIC 271963778
Gaia DR2 2052852912747829760|TIC 122519154|Kepler-198
TIC 121943724|Kepler-92|Gaia DR2 2102224661326132864
Kepler-1868|Gaia DR2 2078226308223597696|TIC 275571117
Kepler-1869|TIC 63368895|Gaia DR2 2125751461382627840
TIC 270955259|Gaia DR2 2079920724360946560|Kepler-1314
TIC 138433618|Gaia DR2 2077299694799977856|Kepler-1870
TIC 137155210|Gaia DR2 2053457644144430848|Kepler-398
TIC 271881331|Kepler-1315|Gaia DR2 2080388566557873280
TIC 138297190|Gaia DR2 2077386315701921920|Kepler-201
TIC 171502232|Kepler-1316|Gaia DR2 2073591420052466048
Gaia DR2 2101746579928077440|TIC 63005467|Kepler-1317
TIC 122442545|Kepler-1318|Gaia DR2 2101775579545559296
TIC 417676990|Kepler-1319|Gaia DR2 2129942765344872320
Gaia DR2 2076792648144511104|Kepler-203|TIC 169084431
Gaia DR2 2075060264503601280|Kepler-399|TIC 172373693
Kepler-1320|TIC 121603556|Gaia DR2 2101307290671768704
Gaia DR2 2101510008826160256|TIC 122707140|Kepler-400
Kepler-401|TIC 267746315|Gaia DR2 2133178765503484160
Kepler-1321|TIC 271165895|Gaia DR2 2128141834020807680
Kepler-204|TIC 120495446|Gaia DR2 2104071978297949056
Gaia DR2 2126524001437900928|TIC 275490412|Kepler-1322
TIC 63452310|Gaia DR2 2128242611132484736|Kepler-1323
Kepler-1324|Gaia DR2 2053454478745972480|TIC 137090755
TIC 164828023|Gaia DR2 2104094209049086976|Kepler-1325
TIC 158725491|Gaia DR2 2102954187290293120|Kepler-402
Gaia DR2 2051948633156991232|Kepler-1871|TIC 137634508
TIC 137342279|Kepler-206|Gaia DR2 2101715862321812736
Gaia DR2 2073280185224841728|Kepler-1326|TIC 184417262
Kepler-1327|TIC 299153388|Gaia DR2 2133108190601426176
Kepler-1328|Gaia DR2 2106703212701656576|TIC 164778883
TIC 159174926|Kepler-403|Gaia DR2 2127815657021840128
TIC 122068161|Kepler-1688|Gaia DR2 2101475241074002176
Kepler-1872|Gaia DR2 2116889775616597120|TIC 123230993
Gaia DR2 2080062389562356864|TIC 271164726|Kepler-1873
Gaia DR2 2077750803804146176|TIC 270781284|Kepler-208
TIC 47977416|Gaia DR2 2119746375543622016|Kepler-1329
Gaia DR2 2101087044750770688|Kepler-1330|TIC 122595516
TIC 270698316|Gaia DR2 2128069334973424000|Kepler-1714
TIC 169083837|Gaia DR2 2076790552200353536|Kepler-1331
Gaia DR2 2126102411750601088|Kepler-1332|TIC 159578257
Gaia DR2 2077383395124052096|Kepler-1333|TIC 138219367
Gaia DR2 2133250405558238976|TIC 299217895|Kepler-1334
TIC 352007758|Gaia DR2 2105743987587112064|Kepler-211
Gaia DR2 2104140349880122368|TIC 164827658|Kepler-1335
Gaia DR2 2080529922521395712|TIC 272278272|Kepler-1336
TIC 158324326|Gaia DR2 2130628757521503104|Kepler-1337
TIC 120105633|Gaia DR2 2103743018162573952|Kepler-1338
TIC 48354224|Kepler-1339|Gaia DR2 2131677584235170048
Gaia DR2 2052740449026979584|TIC 137218786|Kepler-1689
TIC 158551888|Gaia DR2 2102610280669509888|Kepler-212
Gaia DR2 2077219052496826368|Kepler-1340|TIC 272183546
TIC 121462999|Kepler-1690|Gaia DR2 2102384846425680768
Gaia DR2 2105697533221828224|Kepler-1874|TIC 158219569
TIC 123126460|Kepler-1341|Gaia DR2 2117344732912435968
Gaia DR2 2127001056345369984|TIC 159521326|Kepler-213
Gaia DR2 2107644188496163200|TIC 164456037|Kepler-511
Kepler-404|TIC 158268972|Gaia DR2 2106431392811409536
Kepler-215|Gaia DR2 2079885608708649344|TIC 271352188
Kepler-1342|Gaia DR2 2078752149661192832|TIC 272942844
TIC 27912377|Gaia DR2 2135305805109041152|Kepler-1875
Gaia DR2 2135251791600414336|Kepler-1343|TIC 27081773
TIC 158394286|Gaia DR2 2130637038217686784|Kepler-1344
TIC 48448369|Gaia DR2 2132215421518219392|Kepler-134
TIC 272601375|Gaia DR2 2080344586094498432|Kepler-221
Gaia DR2 2126749714860677632|TIC 63288941|Kepler-1345
Kepler-1346|Gaia DR2 2126604991642285312|TIC 63066410
TIC 172422725|Gaia DR2 2075063150722101376|Kepler-1347
Gaia DR2 2129877825440176512|Kepler-1348|TIC 26582909
Kepler-1349|Gaia DR2 2131184938606509952|TIC 405719110
Gaia DR2 2130405728459739520|TIC 158664221|Kepler-1350
Kepler-515|TIC 406997913
TIC 270609625|Kepler-1351|Gaia DR2 2077728538692850816
Gaia DR2 2075132209486310912|Kepler-1876|TIC 171883078
TIC 120819731|Kepler-1691|Gaia DR2 2100882501225436032
Gaia DR2 2128517003703948032|TIC 271355270|Kepler-1877
Gaia DR2 2079005651508492032|TIC 268302011|Kepler-521
Gaia DR2 2129527974583414400|Kepler-1352|TIC 290034960
Kepler-1353|Gaia DR2 2077144491865963776|TIC 271960006
Kepler-1354|Gaia DR2 2052568585913107072|TIC 137096633
Kepler-1355|TIC 48354835|Gaia DR2 2131860859079970176
Gaia DR2 2126012900332317056|TIC 159576968|Kepler-1356
Kepler-1357|Gaia DR2 2130115281293911552|TIC 26472830
TIC 184998205|Gaia DR2 2076067073548982784|Kepler-1878
Gaia DR2 2105558930336570496|TIC 158169713|Kepler-1358
Gaia DR2 2102247132595492608|TIC 159102744|Kepler-1359
TIC 121944984|Gaia DR2 2102232083029221504|Kepler-1879
Gaia DR2 2085210887120749824|TIC 239287622|Kepler-1360
TIC 164525875|Gaia DR2 2107563271311787136|Kepler-1361
TIC 121660595|Gaia DR2 2102096774379579520|Kepler-1362
Kepler-1880|TIC 121333305|Gaia DR2 2100625696541277312
TIC 27990682|Gaia DR2 2086833663201784704|Kepler-1363
TIC 27396284|Gaia DR2 2134842532758180864|Kepler-1364
TIC 63122176|Kepler-1365|Gaia DR2 2125716891183392640
Kepler-1366|TIC 120421638|Gaia DR2 2104065209429419520
TIC 272279290|Kepler-525|Gaia DR2 2080580328258222208
Gaia DR2 2126446661968043136|Kepler-1881|TIC 270615772
Kepler-446|Gaia DR2 2106929849536047744|TIC 123417850
Gaia DR2 2130932428889277824|Kepler-1367|TIC 158731868
Gaia DR2 2135223204298512128|TIC 27006192|Kepler-231
Gaia DR2 2126078080761742336|Kepler-1882|TIC 159449495
TIC 273377282|Gaia DR2 2086398222240415616|Kepler-526
Kepler-1692|Gaia DR2 2130641436264397568|TIC 158324044
Gaia DR2 2077726678964445696|TIC 270609465|Kepler-1985
Kepler-1368|Gaia DR2 2077479121354236160|TIC 378159769
TIC 120686458|Gaia DR2 2103787101707694464|Kepler-1369
Gaia DR2 2104106647274122880|Kepler-1370|TIC 120253552
Kepler-527|TIC 159642269|Gaia DR2 2129162283888866688
TIC 158840095|Gaia DR2 2130911435088877056|Kepler-1371
Kepler-1883|TIC 63121790|Gaia DR2 2101700297360624128
TIC 158843824|Gaia DR2 2127136605512921600|Kepler-1372
Kepler-236|TIC 120044687|Gaia DR2 2103311150611475968
Gaia DR2 2100265950078767232|Kepler-1373|TIC 120627712
Kepler-1374|TIC 159722311|Gaia DR2 2126643543268551936
Kepler-1375|Gaia DR2 2078785787845558656|TIC 272269239
Gaia DR2 2129417198787412608|TIC 406948151|Kepler-1693
Gaia DR2 2103573865170471680|TIC 258348597|Kepler-237
Kepler-528|TIC 271877680|Gaia DR2 2080650559563974144
TIC 158386680|Gaia DR2 2105478425469064064|Kepler-1376
Gaia DR2 2053266741439477248|TIC 138425797|Kepler-1694
Gaia DR2 2127755733639236992|Kepler-1377|TIC 158986227
Kepler-1378|TIC 169459324|Gaia DR2 2073733325763480320
Gaia DR2 2077298148611950976|Kepler-239|TIC 138641300
Gaia DR2 2077413734773457536|Kepler-1379|TIC 138296836
TIC 272707494|Gaia DR2 2078716484251777152|Kepler-1884
Kepler-1380|TIC 158633475|Gaia DR2 2102530188118854656
Kepler-243|Gaia DR2 2104090257679181696|TIC 164886497
Kepler-1381|Gaia DR2 2131228815991876736|TIC 399953616
TIC 184014439|Kepler-1382|Gaia DR2 2076173859319258368
Gaia DR2 2101768089124657664|Kepler-245|TIC 63004906
Gaia DR2 2078431642023279488|TIC 273507060|Kepler-1383
Gaia DR2 2073299327909532928|TIC 184418214|Kepler-1384
Gaia DR2 2086519821353411456|TIC 28357724|Kepler-414
Gaia DR2 2107492421531881856|TIC 123495717|Kepler-1385
Kepler-1885|TIC 158839043|Gaia DR2 2130910988412248192
TIC 123201193|Gaia DR2 2116750034560253184|Kepler-1386
Kepler-1387|Gaia DR2 2125871960984455552|TIC 63284044
TIC 272484980|Gaia DR2 2077203728052488192|Kepler-246
Kepler-1388|Gaia DR2 2107617246162706048|TIC 164524311
Gaia DR2 2131736137528127744|TIC 48305629|Kepler-530
Gaia DR2 2106303505865370752|TIC 279913347|Kepler-1389
TIC 271262203|Gaia DR2 2077974687557384704|Kepler-54
TIC 264508835|Gaia DR2 2086485186737501696|Kepler-1390
TIC 159377404|Gaia DR2 2126073961886389888|Kepler-716
Gaia DR2 2105930840143687680|Kepler-55|TIC 164884002
TIC 243272677|Kepler-531|Gaia DR2 2131181055955983232
TIC 159098652|Kepler-250|Gaia DR2 2126903680847794048
TIC 271769940|Gaia DR2 2079662785806103936|Kepler-252
TIC 63362772|Gaia DR2 2128250926189039488|Kepler-256
TIC 270854411|Gaia DR2 2128150217796747520|Kepler-258
TIC 264507945|Kepler-532|Gaia DR2 2086877368789994240
Gaia DR2 2128970419109836160|Kepler-533|TIC 26962715
Gaia DR2 2086827237930612096|TIC 27914389|Kepler-524
TIC 399860388|Gaia DR2 2131313444027771520|Kepler-1664
Gaia DR2 2076053604520641024
Kepler-143|TIC 28364164|Gaia DR2 2087172999977491328
TIC 27847148|Kepler-534|Gaia DR2 2134886100904948608
Gaia DR2 2134893660047959040|Kepler-535|TIC 351192037
TIC 63010574|Gaia DR2 2126563450717837056|Kepler-1208
Kepler-536|Gaia DR2 2087191485516004224|TIC 28234096
Kepler-537|Gaia DR2 2133263737136893696|TIC 267673013
Gaia DR2 2128155371757730816|Kepler-35|TIC 271040768
Gaia DR2 2126801563705846528|TIC 63206513|Kepler-461
Gaia DR2 2105448841733970432|TIC 158316612|Kepler-38
TIC 377782363|Gaia DR2 2131911750150748160|Kepler-230
Gaia DR2 2135507084456876928|Kepler-233|TIC 27843776
Kepler-27|Gaia DR2 2053586321364864640|TIC 137556626
Gaia DR2 2077816087307845248|Kepler-81|TIC 270611154
Gaia DR2 2126985280924750720|TIC 159304532|Kepler-722
Gaia DR2 2127941757262806656|Kepler-22|TIC 158984573
Kepler-495|TIC 120692092|Gaia DR2 2100073393808483328
Kepler-501|Gaia DR2 2076943796633684352|TIC 169176340
Gaia DR2 2073294414466892288|TIC 184417747|Kepler-1886
Gaia DR2 2128514431022374144|TIC 271253957|Kepler-1391
Kepler-1887|TIC 158844032|Gaia DR2 2127133753654360192
Gaia DR2 2127382793038824832|Kepler-1392|TIC 158837572
TIC 122066892|Gaia DR2 2102245375949400960|Kepler-1888
TIC 120255638|Gaia DR2 2103399695656782208|Kepler-1393
TIC 164527695|Kepler-1394|Gaia DR2 2106981831520836736
TIC 63204326|Gaia DR2 2128478044059903872|Kepler-1395
TIC 270954695|Gaia DR2 2079897050500386944|Kepler-1396
TIC 269030207|Gaia DR2 2085625368643700736|Kepler-1397
Gaia DR2 2076787116226614272|Kepler-1889|TIC 169178161
Gaia DR2 2053515849540816768|Kepler-1890|TIC 137754713
Gaia DR2 2128776801985730048|TIC 27239111|Kepler-1398
Gaia DR2 2128074351495006720|Kepler-1399|TIC 275575346
TIC 158212755|Kepler-1400|Gaia DR2 2106444552591200768
TIC 159221689|Gaia DR2 2126892067256468736|Kepler-1891
Gaia DR2 2075381734212529792|Kepler-1892|TIC 268492383
Gaia DR2 2100643632324807296|Kepler-1401|TIC 121272493
TIC 26540675|Kepler-1402|Gaia DR2 2129725749238044928
Kepler-1403|TIC 122605691|Gaia DR2 2052956541719356416
Gaia DR2 2135354424139022592|Kepler-1404|TIC 27766705
Gaia DR2 2076198190312168576|TIC 184166357|Kepler-1405
TIC 137483383|Gaia DR2 2052724029370990208|Kepler-1406
TIC 120042828|Gaia DR2 2103730579937168128|Kepler-1407
TIC 123496782|Kepler-1408|Gaia DR2 2106958363820214016
TIC 159652365|Gaia DR2 2101964558106974848|Kepler-209
Kepler-1410|TIC 122450207|Gaia DR2 2052857547022629888
Kepler-1411|Gaia DR2 2105552127108243456|TIC 158218591
TIC 424815791|Kepler-1412|Gaia DR2 2129754847637288192
TIC 274022334|Gaia DR2 2079299809530106496|Kepler-1893
TIC 27531854|Gaia DR2 2134931077802625792|Kepler-1894
Gaia DR2 2128145338713986688|Kepler-1413|TIC 270957896
Gaia DR2 2104245357537867008|TIC 164828419|Kepler-1414
Kepler-1895|Gaia DR2 2129716192930293888|TIC 26493559
Gaia DR2 2100243616248608896|Kepler-30|TIC 399794329
Gaia DR2 2131541867567734528|Kepler-1415|TIC 164834500
TIC 268160061|Kepler-1416|Gaia DR2 2078999608496984448
Kepler-75|Gaia DR2 2050231848829944320|TIC 122785299
Gaia DR2 2101513139864999424|TIC 122707371|Kepler-1417
Kepler-1896|Gaia DR2 2101351511654637696|TIC 394175334
TIC 270618467|Kepler-1695|Gaia DR2 2128168256659148032
Kepler-1418|Gaia DR2 2104525114527372032|TIC 258202336
Gaia DR2 2051105410816218368|TIC 122374620|Kepler-156
TIC 271428166|Gaia DR2 2079880695265507328|Kepler-1992
Kepler-1419|Gaia DR2 2051897265347291520|TIC 137548281
Gaia DR2 2077232246636173056|Kepler-1420|TIC 272184502
Gaia DR2 2052726984308676864|TIC 137150544|Kepler-405
Kepler-1421|TIC 399826842|Gaia DR2 2131173187575866496
TIC 169078948|Kepler-1983|Gaia DR2 2073697660354300544
Gaia DR2 2128941660008727168|Kepler-1422|TIC 27009720
TIC 138645719|Kepler-1897|Gaia DR2 2052410599840071040
TIC 121599740|Kepler-1423|Gaia DR2 2102161989163432832
Gaia DR2 2099597408349457024|Kepler-1898|TIC 121124617
Kepler-1900|Gaia DR2 2126561732730882432|TIC 63010445
Kepler-1901|TIC 159647219|Gaia DR2 2126648422351703168
Kepler-1902|TIC 63370825|Gaia DR2 2077668752749671424
Kepler-1903|Gaia DR2 2136206476929730688|TIC 417655814
Gaia DR2 2101117418758956416|TIC 122706631|Kepler-1424
Kepler-1905|Gaia DR2 2128263776731304960|TIC 63362238
Gaia DR2 2116862833283266432|TIC 123231081|Kepler-431
Gaia DR2 2129811201907123840|TIC 26656435|Kepler-1426
TIC 271665352|Kepler-1427|Gaia DR2 2079963811471971584
Kepler-1906|TIC 138366224|Gaia DR2 2052379641715057408
TIC 28234022|Gaia DR2 2087167708577798784|Kepler-1428
Gaia DR2 2132001463427986688|TIC 279917996|Kepler-1429
Gaia DR2 2102816404740404224|TIC 159105397|Kepler-1430
TIC 26657021|Kepler-1431|Gaia DR2 2129847554510913536
